Intention to buy a Mazda,Gender,Age,Monthly family Income,Personal income,Marital status,City,Education Level household,Education Level,Social Class,When will purchase new car in months,TV ad x Mazda,Car Magazines Ad x Mazda,Online search x Mazda,Corporate website x Mazda,Internet Ad x Mazda,Test drive x Mazda,Car in dealer showroom x Mazda,Sales person at dealer x Mazda,Ads info in dealer showroom x Mazda,Car seen on street x Mazda,Professional reco mechanic etc x Mazda,Article in newspaper x Mazda,Car display in public places x Mazda,Actual Make of Car
2. Medium,Male ,34,8,8,Single,Rio de Janeiro ,5,5,1,1,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No,HONDA 
2. Medium,Male ,27,4,4,Single,Rio de Janeiro ,4,4,5,5,Maybe,Maybe,Maybe,Maybe,Maybe,No,No,No,No,No,No,No,No,HONDA 
2. Medium,Male ,46,6,5,Single,Sao Paulo ,5,5,2,5,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No,FIAT 
2. Medium,Male ,37,6,6,Single,Sao Paulo ,5,5,2,4,No,No,No,No,No,Yes,No,No,No,No,No,No,No,HONDA 
2. Medium,Male ,65,6,6,Single,Sao Paulo ,4,4,5,5,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No,No,Yes,No,VW 
2. Medium,Female ,44,5,5,Single,Sao Paulo ,4,4,3,2,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Yes,Yes,No,No,FORD 
2. Medium,Male ,50,6,6,Single,Rio de Janeiro ,4,4,5,6,Maybe,Maybe,Maybe,Maybe,Maybe,No,Yes,No,No,Yes,No,No,No,FORD 
2. Medium,Female ,38,4,4,Single,Belo Horizonte ,4,4,3,4,Maybe,Maybe,Maybe,Maybe,Maybe,No,Yes,No,No,Yes,No,No,No,RENAULT 
2. Medium,Male ,24,4,4,Single,POA/Curitiba/Floripa ,5,5,4,3,Maybe,Maybe,Maybe,Maybe,No,No,Yes,No,No,Yes,No,No,No,FORD 
2. Medium,Female ,39,7,5,Single,Sao Paulo ,5,4,2,2,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,HYUNDAI 
2. Medium,Male ,56,8,8,Single,Sao Paulo ,5,5,1,5,No,No,No,No,No,No,No,Yes,No,No,No,No,No, 
2. Medium,Female ,37,5,5,Single,Sao Paulo ,4,4,2,3,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,HYUNDAI 
2. Medium,Male ,42,7,7,Single,Sao Paulo ,5,5,2,4,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,HYUNDAI 
2. Medium,Male ,36,4,4,Single,Sao Paulo ,1,2,6,3,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Yes,No, 
2. Medium,Female ,36,8,8,Single,Sao Paulo ,5,5,2,3,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Yes,No,No,No,No,No,No,TOYOTA 
2. Medium,Male ,29,8,7,Single,POA/Curitiba/Floripa ,5,5,2,2,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,FORD 
2. Medium,Male ,59,6,5,Single,POA/Curitiba/Floripa ,5,5,3,3,Maybe,No,No,No,No,No,Yes,No,No,No,No,No,No, 
2. Medium,Male ,42,5,4,Single,Brasilia/Goiania ,5,5,2,4,Yes,No,No,No,No,No,No,No,No,No,No,No,No,CHEVROLET/GM 
2. Medium,Female ,44,5,2,Single,Sao Paulo ,4,4,4,3,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,FIAT 
2. Medium,Male ,43,6,5,Single,Sao Paulo ,4,4,3,2,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,PEUGEOT 
2. Medium,Male ,55,7,7,Single,Sao Paulo ,5,5,2,3,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,CHEVROLET/GM 
2. Medium,Female ,39,5,5,Single,Rio de Janeiro ,5,5,2,1,No,No,No,No,No,No,No,No,No,No,No,No,No,RENAULT 
2. Medium,Female ,33,4,3,Single,Sao Paulo ,4,4,4,3,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,HYUNDAI 
2. Medium,Female ,46,7,3,Single,Sao Paulo ,4,4,2,4,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,FORD 
2. Medium,Female ,42,5,4,Single,Rio de Janeiro ,5,4,3,6,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No,No,Yes,Yes,No,No,No,VW 
2. Medium,Male ,31,6,6,Single,Rio de Janeiro ,4,4,4,3,Maybe,Maybe,Maybe,Maybe,No,No,No,No,No,Yes,No,No,No,VW 
2. Medium,Female ,38,4,2,Single,Sao Paulo ,4,4,4,4,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,CITROEN 
2. Medium,Male ,44,7,7,Single,Sao Paulo ,5,5,2,4,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,CROSS LANDER 
2. Medium,Male ,61,8,7,Single,Sao Paulo ,5,5,2,4,No,No,No,No,No,No,No,No,No,Yes,No,No,No,RENAULT 
2. Medium,Male ,35,5,5,Single,Sao Paulo ,4,4,4,4,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,FIAT 
2. Medium,Male ,48,8,7,Single,Brasilia/Goiania ,5,5,2,4,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,KIA 
2. Medium,Female ,38,5,2,Single,Sao Paulo ,3,3,5,6,Maybe,Maybe,No,No,No,No,No,No,No,No,Yes,No,No,FIAT 
2. Medium,Male ,44,6,6,Single,Rio de Janeiro ,5,5,4,3,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,FIAT 
2. Medium,Male ,31,5,5,Single,Brasilia/Goiania ,5,5,2,1,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,FIAT 
2. Medium,Female ,32,3,9,Single,Belo Horizonte ,4,4,5,5,No,No,No,No,No,No,No,No,No,No,No,No,No,CHEVROLET/GM 
2. Medium,Male ,64,6,6,Single,Sao Paulo ,5,5,3,2,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,HONDA 
2. Medium,Female ,31,4,4,Single,POA/Curitiba/Floripa ,4,4,3,1,Maybe,No,No,No,No,No,No,No,No,Yes,No,Yes,No,CITROEN 
2. Medium,Female ,29,8,7,Single,POA/Curitiba/Floripa ,5,5,2,1,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,TOYOTA 
2. Medium,Female ,48,4,3,Single,Recife/Salvador/Fortaleza ,4,4,5,6,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No, 
2. Medium,Male ,54,5,5,Single,POA/Curitiba/Floripa ,4,4,2,4,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,FIAT 
2. Medium,Male ,36,4,3,Single,Sao Paulo ,4,4,4,5,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,CHEVROLET/GM 
2. Medium,Female ,35,6,5,Single,Brasilia/Goiania ,5,5,4,3,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Yes,No,No,No,CHEVROLET/GM 
2. Medium,Male ,38,4,3,Single,Brasilia/Goiania ,4,4,4,1,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Yes,VW 
2. Medium,Female ,28,6,5,Single,Sao Paulo ,5,5,3,4,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,CHEVROLET/GM 
2. Medium,Female ,53,7,5,Single,Brasilia/Goiania ,4,4,4,2,Maybe,Maybe,Maybe,Maybe,Maybe,No,No,No,No,No,No,No,Yes,VW 
2. Medium,Male ,61,7,7,Single,Rio de Janeiro ,4,4,3,6,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No,VW 
2. Medium,Male ,47,4,4,Single,Recife/Salvador/Fortaleza ,5,5,4,4,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,FIAT 
2. Medium,Female ,39,3,3,Single,Sao Paulo ,4,4,5,5,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,VW 
2. Medium,Female ,28,4,3,Single,Sao Paulo ,4,4,5,4,Maybe,Maybe,No,Yes,No,No,No,No,No,Yes,No,No,No,PEUGEOT 
2. Medium,Female ,41,5,9,Single,Sao Paulo ,4,4,5,3,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,HONDA 
2. Medium,Male ,51,6,4,Single,Belo Horizonte ,4,4,5,3,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,FORD 
2. Medium,Male ,39,6,6,Single,Brasilia/Goiania ,5,5,2,3,Maybe,Maybe,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,FORD 
2. Medium,Female ,39,7,4,Single,Sao Paulo ,5,4,3,5,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,HONDA 
2. Medium,Female ,54,7,4,Single,POA/Curitiba/Floripa ,5,5,2,4,Maybe,Maybe,Maybe,Maybe,Yes,No,No,No,No,Yes,Yes,No,No,CHEVROLET/GM 
2. Medium,Male ,31,4,4,Single,Rio de Janeiro ,4,4,4,4,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,FORD 
2. Medium,Female ,44,4,4,Single,Rio de Janeiro ,4,4,4,4,Maybe,No,No,No,Yes,No,No,No,No,Yes,No,No,No,FIAT 
2. Medium,Female ,24,7,5,Single,Sao Paulo ,5,5,2,4,Maybe,Maybe,Maybe,Maybe,Maybe,No,Yes,Yes,No,Yes,Yes,No,No,FORD 
2. Medium,Female ,32,5,2,Single,Sao Paulo ,4,4,5,4,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No,No,No,No,CHEVROLET/GM 
2. Medium,Female ,55,6,5,Single,Rio de Janeiro ,2,4,5,4,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,FIAT 
2. Medium,Male ,44,6,6,Single,Sao Paulo ,5,5,2,2,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,HONDA 
2. Medium,Male ,27,5,4,Single,Sao Paulo ,5,5,4,3,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No,CHEVROLET/GM 
2. Medium,Male ,26,6,6,Single,Sao Paulo ,4,4,5,4,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,HONDA 
2. Medium,Female ,38,4,4,Single,Sao Paulo ,3,3,5,4,No,No,No,No,No,No,No,Yes,No,No,No,No,No,CHEVROLET/GM 
2. Medium,Male ,31,5,4,Single,Belo Horizonte ,5,5,3,2,Maybe,Maybe,Maybe,Maybe,Maybe,No,Yes,No,No,Yes,No,No,No,HYUNDAI 
2. Medium,Male ,38,7,6,Single,Rio de Janeiro ,5,5,3,2,Maybe,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,CHEVROLET/GM 
2. Medium,Female ,35,5,4,Single,Sao Paulo ,4,4,3,2,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,CHEVROLET/GM 
2. Medium,Female ,50,6,9,Single,Sao Paulo ,5,4,2,5,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,HONDA 
2. Medium,Female ,40,6,9,Single,Sao Paulo ,4,4,4,3,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,FORD 
2. Medium,Female ,32,5,9,Single,Sao Paulo ,4,4,4,2,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Mazda 
2. Medium,Female ,55,7,9,Single,Sao Paulo ,5,5,2,2,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Yes,No,No,Yes,No,No,No,FORD 
2. Medium,Female ,27,3,1,Single,Sao Paulo ,3,4,4,5,Maybe,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,CHEVROLET/GM 
2. Medium,Female ,41,6,5,Single,Sao Paulo ,4,5,4,3,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,RENAULT 
2. Medium,Male ,34,6,5,Single,Sao Paulo ,5,5,4,4,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,HONDA 
2. Medium,Male ,25,3,2,Single,Sao Paulo ,3,3,5,6,Maybe,No,No,No,No,No,No,No,No,Yes,No,No,No,FIAT 
2. Medium,Female ,38,4,2,Single,Sao Paulo ,4,4,5,4,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,CITROEN 
2. Medium,Male ,46,8,8,Single,Recife/Salvador/Fortaleza ,5,5,2,2,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,FORD 
2. Medium,Male ,49,7,6,Single,POA/Curitiba/Floripa ,5,5,4,3,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,RENAULT 
2. Medium,Male ,49,5,9,Single,Rio de Janeiro ,5,5,2,5,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,FIAT 
2. Medium,Male ,62,6,6,Single,Rio de Janeiro ,4,4,4,3,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,TOYOTA 
1. High,Male ,48,6,6,Single,Sao Paulo ,5,5,2,2,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,HONDA 
1. High,Male ,43,7,7,Single,Brasilia/Goiania ,4,4,4,4,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,HYUNDAI 
1. High,Female ,47,5,3,Single,Sao Paulo ,5,4,4,4,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,PEUGEOT 
1. High,Female ,29,7,5,Single,Recife/Salvador/Fortaleza ,4,4,4,1,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,VW 
1. High,Male ,34,6,6,Single,Sao Paulo ,5,5,2,3,No,No,No,No,No,No,No,No,No,No,No,No,No,CHEVROLET/GM 
1. High,Female ,54,8,5,Single,Sao Paulo ,5,5,2,3,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,FORD 
1. High,Female ,39,5,4,Single,Sao Paulo ,5,5,3,4,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,FIAT 
1. High,Male ,41,3,3,Single,POA/Curitiba/Floripa ,4,4,5,4,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,Mazda 
1. High,Male ,56,6,4,Single,Sao Paulo ,5,5,3,6,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,FIAT 
1. High,Male ,25,6,5,Single,Sao Paulo ,4,4,2,2,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,CITROEN 
1. High,Female ,35,3,3,Single,Sao Paulo ,5,5,3,3,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No,Yes,No,Yes,No,Yes,No,HONDA 
1. High,Female ,27,5,3,Single,Sao Paulo ,4,4,5,4,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,PEUGEOT 
1. High,Male ,37,5,5,Single,Sao Paulo ,4,4,4,5,Maybe,Maybe,Maybe,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,PEUGEOT 
1. High,Female ,32,6,5,Single,POA/Curitiba/Floripa ,4,5,5,5,Maybe,Maybe,No,No,Yes,Yes,No,No,No,Yes,No,No,No,PEUGEOT 
1. High,Male ,47,8,8,Single,Sao Paulo ,5,5,2,4,Maybe,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,HYUNDAI 
1. High,Male ,42,4,3,Single,Recife/Salvador/Fortaleza ,4,4,5,6,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,FIAT 
1. High,Female ,23,3,2,Single,Recife/Salvador/Fortaleza ,4,4,5,5,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,FIAT 
1. High,Female ,37,4,2,Single,Rio de Janeiro ,4,4,5,4,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,No,FORD 
1. High,Female ,52,6,4,Single,Rio de Janeiro ,5,4,1,4,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,VW 
1. High,Male ,35,8,8,Single,Recife/Salvador/Fortaleza ,5,5,1,4,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,CHEVROLET/GM 
1. High,Female ,55,7,5,Single,POA/Curitiba/Floripa ,4,4,3,3,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,VW 
1. High,Female ,47,3,2,Single,Recife/Salvador/Fortaleza ,4,4,4,5,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,VW 
1. High,Male ,40,6,5,Single,Rio de Janeiro ,4,4,4,4,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,VW 
1. High,Female ,44,8,6,Single,Belo Horizonte ,5,5,3,3,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,HYUNDAI 
1. High,Female ,43,7,6,Single,Recife/Salvador/Fortaleza ,5,5,2,2,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,No,HYUNDAI 
1. High,Male ,56,8,8,Single,Sao Paulo ,5,5,2,2,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,CHEVROLET/GM 
1. High,Female ,47,7,6,Single,POA/Curitiba/Floripa ,5,5,2,4,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No, 
1. High,Female ,31,6,5,Single,Sao Paulo ,5,5,3,2,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,CHEVROLET/GM 
1. High,Male ,38,5,4,Single,Sao Paulo ,4,4,4,4,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,FIAT 
1. High,Female ,45,4,3,Single,Recife/Salvador/Fortaleza ,5,5,2,4,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,FIAT 
1. High,Male ,45,7,7,Single,Belo Horizonte ,5,5,2,4,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,FIAT 
1. High,Female ,26,6,4,Single,Belo Horizonte ,4,4,4,3,Maybe,No,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,No,HYUNDAI 
1. High,Male ,36,5,5,Single,Recife/Salvador/Fortaleza ,5,5,2,3,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,FIAT 
1. High,Female ,33,5,4,Single,Sao Paulo ,4,4,5,4,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,PEUGEOT 
1. High,Male ,37,4,3,Single,Sao Paulo ,3,3,4,4,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,MITSUBISHI 
1. High,Male ,35,6,5,Single,Brasilia/Goiania ,5,5,5,3,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,VW 
1. High,Male ,52,4,4,Single,Sao Paulo ,4,4,5,3,Maybe,Maybe,Maybe,Maybe,Maybe,Yes,No,Yes,Yes,No,No,Yes,No,Mazda 
1. High,Female ,35,7,7,Single,Rio de Janeiro ,5,5,2,2,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,TOYOTA 
1. High,Female ,36,6,5,Single,Sao Paulo ,4,5,5,1,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No,RENAULT 
1. High,Male ,27,3,3,Single,Recife/Salvador/Fortaleza ,4,4,4,6,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,FORD 
1. High,Male ,30,5,5,Single,Sao Paulo ,4,4,4,2,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,FIAT 
1. High,Male ,40,6,5,Single,Rio de Janeiro ,4,4,4,4,Maybe,Maybe,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,VW 
1. High,Female ,40,6,4,Single,Sao Paulo ,5,5,2,1,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,CHEVROLET/GM 
1. High,Female ,40,6,9,Single,Sao Paulo ,4,4,4,3,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,FORD 
1. High,Female ,31,6,9,Single,Sao Paulo ,5,5,5,3,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,PEUGEOT 
1. High,Male ,47,8,8,Single,Sao Paulo ,5,5,2,6,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,HONDA 
1. High,Female ,37,6,2,Single,Sao Paulo ,5,5,2,4,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,FIAT 
1. High,Male ,44,5,5,Single,Sao Paulo ,5,5,3,4,Maybe,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,TOYOTA 
1. High,Female ,40,7,6,Single,Sao Paulo ,5,5,1,3,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,HONDA 
1. High,Male ,35,4,4,Single,Rio de Janeiro ,5,5,4,2,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,VW 
1. High,Female ,33,6,4,Single,POA/Curitiba/Floripa ,4,4,2,1,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,CITROEN 
1. High,Male ,38,7,5,Single,Sao Paulo ,5,5,4,4,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,CHEVROLET/GM 
1. High,Female ,31,5,4,Single,Sao Paulo ,4,4,5,5,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,CHEVROLET/GM 
1. High,Male ,31,4,3,Single,Belo Horizonte ,5,5,2,1,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,CHEVROLET/GM 
1. High,Female ,19,3,1,Single,Recife/Salvador/Fortaleza ,4,4,5,5,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,FORD 
1. High,Male ,24,3,3,Single,Recife/Salvador/Fortaleza ,4,4,5,2,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,CADILLAC 
1. High,Male ,45,6,5,Single,Recife/Salvador/Fortaleza ,5,5,5,4,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,CADILLAC 
1. High,Female ,45,6,4,Single,Belo Horizonte ,5,5,2,3,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,FIAT 
1. High,Male ,39,7,2,Single,Brasilia/Goiania ,5,5,3,3,Maybe,Maybe,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Mazda 
1. High,Male ,51,6,6,Single,Brasilia/Goiania ,4,4,5,2,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,FIAT 
1. High,Male ,51,5,5,Single,Belo Horizonte ,5,5,3,4,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,CHEVROLET/GM 
1. High,Male ,46,6,6,Single,Rio de Janeiro ,5,5,3,3,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,FIAT 
1. High,Female ,30,5,9,Single,Recife/Salvador/Fortaleza ,5,4,4,5,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,CITROEN 
1. High,Male ,33,6,5,Single,Belo Horizonte ,3,3,5,3,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,FIAT 
1. High,Male ,35,6,5,Single,Recife/Salvador/Fortaleza ,5,5,4,4,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,FIAT 
1. High,Female ,25,4,3,Single,Belo Horizonte ,4,4,4,2,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,FIAT 
1. High,Male ,36,6,5,Single,Sao Paulo ,4,4,4,2,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,VW 
1. High,Male ,45,6,6,Single,Belo Horizonte ,5,5,3,5,Maybe,Maybe,Maybe,Maybe,Maybe,No,No,Yes,No,Yes,Yes,Yes,Yes,VW 
1. High,Female ,37,4,3,Single,Sao Paulo ,4,4,5,3,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,FIAT 
1. High,Male ,46,5,2,Single,Sao Paulo ,5,5,4,4,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,FORD 
1. High,Female ,50,7,6,Single,Sao Paulo ,5,5,2,2,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,HONDA 
1. High,Male ,28,4,4,Single,Sao Paulo ,5,5,6,2,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No, 
1. High,Female ,46,7,5,Single,Rio de Janeiro ,5,5,3,2,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,RENAULT 
1. High,Male ,31,6,5,Single,Rio de Janeiro ,5,5,2,4,Maybe,Maybe,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,RENAULT 
1. High,Female ,33,5,1,Single,Sao Paulo ,4,4,2,2,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,TOYOTA 
1. High,Male ,37,6,5,Single,POA/Curitiba/Floripa ,5,5,3,3,Maybe,Maybe,Maybe,Maybe,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,RENAULT 
1. High,Male ,53,8,8,Single,Belo Horizonte ,5,5,1,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,KIA 
1. High,Male ,59,6,6,Single,Belo Horizonte ,5,5,2,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,CITROEN 
1. High,Male ,27,5,3,Single,Sao Paulo ,5,5,4,1,Maybe,Maybe,Maybe,Maybe,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,VW 
1. High,Female ,39,7,3,Single,POA/Curitiba/Floripa ,3,4,4,3,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,FORD 
1. High,Male ,31,7,7,Single,Sao Paulo ,5,5,2,5,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,FIAT 
1. High,Male ,61,7,7,Single,Rio de Janeiro ,5,5,2,2,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,TOYOTA 
1. High,Female ,36,3,1,Single,Rio de Janeiro ,4,4,5,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,FIAT 
1. High,Male ,33,6,5,Single,Sao Paulo ,5,5,2,3,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,PEUGEOT 
1. High,Female ,45,6,5,Single,Recife/Salvador/Fortaleza ,5,5,2,2,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,CHEVROLET/GM 
1. High,Female ,45,5,5,Single,Sao Paulo ,5,5,2,2,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,HONDA 
1. High,Male ,38,6,4,Single,Recife/Salvador/Fortaleza ,4,4,4,5,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,HYUNDAI 
1. High,Female ,52,7,6,Single,Brasilia/Goiania ,4,4,3,2,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,VW 
1. High,Male ,38,8,7,Single,Brasilia/Goiania ,5,5,1,3,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,TOYOTA 
